FinancialRecordID,MonthStartDateKey,FiscalMonth,ProjectKey,CostCategory,PeriodType,BudgetAmount,ActualLaborCost,ActualMaterialCost,ActualOtherCost,ActualCostAmount,CommittedCost,ForecastToComplete,EAC,PlannedLaborHours,ActualLaborHours
FIN-000594,20241101,2024-11,11,Contractor,Actual,56830.0,8890.61,0.0,0.0,8890.61,0.0,0.0,8890.61,484.31,63.25
FIN-000595,20241101,2024-11,11,Material,Actual,141605.43,0.0,241339.43,0.0,241339.43,0.0,0.0,241339.43,0.0,0.0
FIN-000596,20241101,2024-11,11,Other,Actual,58899.02,0.0,0.0,129470.21,129470.21,0.0,0.0,129470.21,0.0,0.0
FIN-000597,20241201,2024-12,11,Labor,Actual,214186.02,70486.46,0.0,0.0,70486.46,0.0,0.0,70486.46,2241.59,753.75
FIN-000598,20241201,2024-12,11,Contractor,Actual,55951.23,29644.28,0.0,0.0,29644.28,0.0,0.0,29644.28,476.82,211.25
FIN-000599,20241201,2024-12,11,Material,Actual,139906.2,0.0,244888.58,0.0,244888.58,0.0,0.0,244888.58,0.0,0.0
FIN-000600,20241201,2024-12,11,Other,Actual,55271.18,0.0,0.0,88343.53,88343.53,0.0,0.0,88343.53,0.0,0.0
FIN-000601,20250101,2025-01,11,Labor,Actual,204174.93,49331.46,0.0,0.0,49331.46,0.0,0.0,49331.46,2136.81,538.5
FIN-000602,20250101,2025-01,11,Contractor,Actual,56483.1,12842.72,0.0,0.0,12842.72,0.0,0.0,12842.72,481.35,117.0
FIN-000603,20250101,2025-01,11,Material,Actual,124750.2,0.0,226117.0,0.0,226117.0,0.0,0.0,226117.0,0.0,0.0
FIN-000604,20250101,2025-01,11,Other,Actual,49993.38,0.0,0.0,88912.35,88912.35,0.0,0.0,88912.35,0.0,0.0
FIN-000605,20250201,2025-02,11,Labor,Actual,194808.91,59631.2,0.0,0.0,59631.2,0.0,0.0,59631.2,2038.79,661.25
FIN-000606,20250201,2025-02,11,Contractor,Actual,49722.02,11149.4,0.0,0.0,11149.4,0.0,0.0,11149.4,423.73,88.25
FIN-000607,20250201,2025-02,11,Material,Actual,107776.57,0.0,202476.2,0.0,202476.2,0.0,0.0,202476.2,0.0,0.0
FIN-000608,20250201,2025-02,11,Other,Actual,42189.42,0.0,0.0,76850.97,76850.97,0.0,0.0,76850.97,0.0,0.0
FIN-000609,20250301,2025-03,11,Labor,Actual,145988.78,70289.37,0.0,0.0,70289.37,0.0,0.0,70289.37,1527.86,723.75
FIN-000610,20250301,2025-03,11,Contractor,Actual,43101.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.31,0.0
FIN-000611,20250301,2025-03,11,Material,Actual,77594.57,0.0,131488.84,0.0,131488.84,0.0,0.0,131488.84,0.0,0.0
FIN-000612,20250301,2025-03,11,Other,Actual,32514.89,0.0,0.0,68692.16,68692.16,0.0,0.0,68692.16,0.0,0.0
FIN-000613,20250401,2025-04,11,Labor,Actual,108698.67,25862.53,0.0,0.0,25862.53,0.0,0.0,25862.53,1137.6,289.0
FIN-000614,20250401,2025-04,11,Contractor,Actual,32004.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.74,0.0
FIN-000615,20250401,2025-04,11,Material,Actual,53337.92,0.0,104050.2,0.0,104050.2,0.0,0.0,104050.2,0.0,0.0
FIN-000616,20250401,2025-04,11,Other,Actual,24634.06,0.0,0.0,42492.08,42492.08,0.0,0.0,42492.08,0.0,0.0
FIN-000617,20240301,2024-03,12,Labor,Actual,215154.31,31109.16,0.0,0.0,31109.16,0.0,0.0,31109.16,2107.73,346.75
FIN-000618,20240301,2024-03,12,Contractor,Actual,60652.99,3773.61,0.0,0.0,3773.61,0.0,0.0,3773.61,457.98,34.5
FIN-000619,20240301,2024-03,12,Material,Actual,164885.18,0.0,344475.91,0.0,344475.91,0.0,0.0,344475.91,0.0,0.0
FIN-000620,20240301,2024-03,12,Other,Actual,65941.34,0.0,0.0,140599.18,140599.18,0.0,0.0,140599.18,0.0,0.0
FIN-000621,20240401,2024-04,12,Labor,Actual,214019.22,222156.96,0.0,0.0,222156.96,0.0,0.0,222156.96,2096.61,2410.5
FIN-000622,20240401,2024-04,12,Contractor,Actual,62331.95,49857.67,0.0,0.0,49857.67,0.0,0.0,49857.67,470.66,388.75
FIN-000623,20240401,2024-04,12,Material,Actual,162430.54,0.0,306858.28,0.0,306858.28,0.0,0.0,306858.28,0.0,0.0
FIN-000624,20240401,2024-04,12,Other,Actual,59888.71,0.0,0.0,117306.32,117306.32,0.0,0.0,117306.32,0.0,0.0
FIN-000625,20240501,2024-05,12,Labor,Actual,199788.12,142520.31,0.0,0.0,142520.31,0.0,0.0,142520.31,1957.19,1538.75
FIN-000626,20240501,2024-05,12,Contractor,Actual,61163.79,36309.53,0.0,0.0,36309.53,0.0,0.0,36309.53,461.84,273.5
FIN-000627,20240501,2024-05,12,Material,Actual,148913.2,0.0,322959.85,0.0,322959.85,0.0,0.0,322959.85,0.0,0.0
FIN-000628,20240501,2024-05,12,Other,Actual,58744.88,0.0,0.0,96072.69,96072.69,0.0,0.0,96072.69,0.0,0.0
FIN-000629,20240601,2024-06,12,Labor,Actual,202494.81,117303.89,0.0,0.0,117303.89,0.0,0.0,117303.89,1983.71,1264.0
FIN-000630,20240601,2024-06,12,Contractor,Actual,60216.94,19454.92,0.0,0.0,19454.92,0.0,0.0,19454.92,454.69,151.25
FIN-000631,20240601,2024-06,12,Material,Actual,144645.66,0.0,259474.43,0.0,259474.43,0.0,0.0,259474.43,0.0,0.0
FIN-000632,20240601,2024-06,12,Other,Actual,56871.54,0.0,0.0,89979.11,89979.11,0.0,0.0,89979.11,0.0,0.0
FIN-000633,20240701,2024-07,12,Labor,Actual,177165.59,118723.84,0.0,0.0,118723.84,0.0,0.0,118723.84,1735.58,1266.25
FIN-000634,20240701,2024-07,12,Contractor,Actual,61203.84,44896.96,0.0,0.0,44896.96,0.0,0.0,44896.96,462.14,349.75
FIN-000635,20240701,2024-07,12,Material,Actual,137324.51,0.0,216241.31,0.0,216241.31,0.0,0.0,216241.31,0.0,0.0
FIN-000636,20240701,2024-07,12,Other,Actual,49812.11,0.0,0.0,90572.92,90572.92,0.0,0.0,90572.92,0.0,0.0
FIN-000637,20240801,2024-08,12,Labor,Actual,179290.1,67353.35,0.0,0.0,67353.35,0.0,0.0,67353.35,1756.39,706.0
FIN-000638,20240801,2024-08,12,Contractor,Actual,59636.14,34503.67,0.0,0.0,34503.67,0.0,0.0,34503.67,450.3,265.0
FIN-000639,20240801,2024-08,12,Material,Actual,123098.97,0.0,218201.94,0.0,218201.94,0.0,0.0,218201.94,0.0,0.0
FIN-000640,20240801,2024-08,12,Other,Actual,48799.65,0.0,0.0,85901.8,85901.8,0.0,0.0,85901.8,0.0,0.0
FIN-000641,20240901,2024-09,12,Labor,Actual,178714.89,122990.32,0.0,0.0,122990.32,0.0,0.0,122990.32,1750.75,1294.5
FIN-000642,20240901,2024-09,12,Contractor,Actual,57456.52,12101.78,0.0,0.0,12101.78,0.0,0.0,12101.78,433.85,95.0
FIN-000643,20240901,2024-09,12,Material,Actual,112960.92,0.0,197815.09,0.0,197815.09,0.0,0.0,197815.09,0.0,0.0
FIN-000644,20240901,2024-09,12,Other,Actual,46011.45,0.0,0.0,71475.97,71475.97,0.0,0.0,71475.97,0.0,0.0
FIN-000645,20241001,2024-10,12,Labor,Actual,164682.86,56981.92,0.0,0.0,56981.92,0.0,0.0,56981.92,1613.29,593.75
FIN-000646,20241001,2024-10,12,Contractor,Actual,57067.78,16030.24,0.0,0.0,16030.24,0.0,0.0,16030.24,430.91,142.5
FIN-000647,20241001,2024-10,12,Material,Actual,99481.73,0.0,152639.2,0.0,152639.2,0.0,0.0,152639.2,0.0,0.0
FIN-000648,20241001,2024-10,12,Other,Actual,41425.29,0.0,0.0,85794.07,85794.07,0.0,0.0,85794.07,0.0,0.0
FIN-000649,20241101,2024-11,12,Labor,Actual,157995.82,73586.55,0.0,0.0,73586.55,0.0,0.0,73586.55,1547.78,777.25
FIN-000650,20241101,2024-11,12,Contractor,Actual,51714.94,9260.0,0.0,0.0,9260.0,0.0,0.0,9260.0,390.49,66.5
FIN-000651,20241101,2024-11,12,Material,Actual,96513.86,0.0,208486.85,0.0,208486.85,0.0,0.0,208486.85,0.0,0.0
FIN-000652,20241101,2024-11,12,Other,Actual,36755.79,0.0,0.0,70489.91,70489.91,0.0,0.0,70489.91,0.0,0.0
FIN-000653,20241201,2024-12,12,Labor,Actual,150791.47,55446.67,0.0,0.0,55446.67,0.0,0.0,55446.67,1477.21,580.25
FIN-000654,20241201,2024-12,12,Contractor,Actual,49308.44,31450.27,0.0,0.0,31450.27,0.0,0.0,31450.27,372.32,251.75
FIN-000655,20241201,2024-12,12,Material,Actual,89347.21,0.0,142128.02,0.0,142128.02,0.0,0.0,142128.02,0.0,0.0
FIN-000656,20241201,2024-12,12,Other,Actual,37325.46,0.0,0.0,71979.49,71979.49,0.0,0.0,71979.49,0.0,0.0
FIN-000657,20250101,2025-01,12,Labor,Actual,134753.33,50929.85,0.0,0.0,50929.85,0.0,0.0,50929.85,1320.09,542.0
FIN-000658,20250101,2025-01,12,Contractor,Actual,50464.59,29795.1,0.0,0.0,29795.1,0.0,0.0,29795.1,381.05,204.0
FIN-000659,20250101,2025-01,12,Material,Actual,78803.92,0.0,148893.69,0.0,148893.69,0.0,0.0,148893.69,0.0,0.0
FIN-000660,20250101,2025-01,12,Other,Actual,30989.34,0.0,0.0,60027.9,60027.9,0.0,0.0,60027.9,0.0,0.0
FIN-000661,20250201,2025-02,12,Labor,Actual,127269.38,35158.9,0.0,0.0,35158.9,0.0,0.0,35158.9,1246.78,385.75
FIN-000662,20250201,2025-02,12,Contractor,Actual,46226.38,2535.3,0.0,0.0,2535.3,0.0,0.0,2535.3,349.05,27.0
FIN-000663,20250201,2025-02,12,Material,Actual,70665.86,0.0,133939.38,0.0,133939.38,0.0,0.0,133939.38,0.0,0.0
FIN-000664,20250201,2025-02,12,Other,Actual,28234.6,0.0,0.0,59985.64,59985.64,0.0,0.0,59985.64,0.0,0.0
FIN-000665,20250301,2025-03,12,Labor,Actual,112610.95,85939.49,0.0,0.0,85939.49,0.0,0.0,85939.49,1103.18,923.5
FIN-000666,20250301,2025-03,12,Contractor,Actual,48223.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.13,0.0
FIN-000667,20250301,2025-03,12,Material,Actual,67207.19,0.0,115669.26,0.0,115669.26,0.0,0.0,115669.26,0.0,0.0
FIN-000668,20250301,2025-03,12,Other,Actual,27121.0,0.0,0.0,46115.92,46115.92,0.0,0.0,46115.92,0.0,0.0
FIN-000669,20250401,2025-04,12,Labor,Actual,114714.61,17221.68,0.0,0.0,17221.68,0.0,0.0,17221.68,1123.78,175.5
FIN-000670,20250401,2025-04,12,Contractor,Actual,44830.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.51,0.0
FIN-000671,20250401,2025-04,12,Material,Actual,58970.78,0.0,98608.21,0.0,98608.21,0.0,0.0,98608.21,0.0,0.0
FIN-000672,20250401,2025-04,12,Other,Actual,26884.73,0.0,0.0,48367.8,48367.8,0.0,0.0,48367.8,0.0,0.0
FIN-000673,20250101,2025-01,13,Labor,Actual,80098.93,8766.59,0.0,0.0,8766.59,0.0,0.0,8766.59,807.07,92.5
FIN-000674,20250101,2025-01,13,Contractor,Actual,19731.26,6900.11,0.0,0.0,6900.11,0.0,0.0,6900.11,159.22,59.5
FIN-000675,20250101,2025-01,13,Material,Actual,58325.71,0.0,56308.9,0.0,56308.9,0.0,0.0,56308.9,0.0,0.0
FIN-000676,20250101,2025-01,13,Other,Actual,23681.58,0.0,0.0,22088.92,22088.92,0.0,0.0,22088.92,0.0,0.0
FIN-000677,20250201,2025-02,13,Labor,Actual,81968.39,57462.44,0.0,0.0,57462.44,0.0,0.0,57462.44,825.91,616.25
FIN-000678,20250201,2025-02,13,Contractor,Actual,19435.69,9831.93,0.0,0.0,9831.93,0.0,0.0,9831.93,156.84,92.0
FIN-000679,20250201,2025-02,13,Material,Actual,53532.72,0.0,46580.98,0.0,46580.98,0.0,0.0,46580.98,0.0,0.0
FIN-000680,20250201,2025-02,13,Other,Actual,22529.92,0.0,0.0,17232.33,17232.33,0.0,0.0,17232.33,0.0,0.0
FIN-000681,20250301,2025-03,13,Labor,Actual,76915.42,59570.32,0.0,0.0,59570.32,0.0,0.0,59570.32,775.0,612.25
FIN-000682,20250301,2025-03,13,Contractor,Actual,18420.35,3075.23,0.0,0.0,3075.23,0.0,0.0,3075.23,148.64,32.75
FIN-000683,20250301,2025-03,13,Material,Actual,49418.65,0.0,46237.6,0.0,46237.6,0.0,0.0,46237.6,0.0,0.0
FIN-000684,20250301,2025-03,13,Other,Actual,20583.3,0.0,0.0,19170.18,19170.18,0.0,0.0,19170.18,0.0,0.0
FIN-000685,20250401,2025-04,13,Labor,Actual,67091.09,73429.02,0.0,0.0,73429.02,0.0,0.0,73429.02,676.01,784.75
FIN-000686,20250401,2025-04,13,Contractor,Actual,18071.39,8150.73,0.0,0.0,8150.73,0.0,0.0,8150.73,145.83,78.25
FIN-000687,20250401,2025-04,13,Material,Actual,45380.23,0.0,33364.18,0.0,33364.18,0.0,0.0,33364.18,0.0,0.0
FIN-000688,20250401,2025-04,13,Other,Actual,17573.77,0.0,0.0,16763.48,16763.48,0.0,0.0,16763.48,0.0,0.0
FIN-000689,20250501,2025-05,13,Labor,Actual,67963.92,72289.1,0.0,0.0,72289.1,0.0,0.0,72289.1,684.8,774.0
FIN-000690,20250501,2025-05,13,Contractor,Actual,17020.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.35,0.0
FIN-000691,20250501,2025-05,13,Material,Actual,42283.6,0.0,36056.13,0.0,36056.13,0.0,0.0,36056.13,0.0,0.0
FIN-000692,20250501,2025-05,13,Other,Actual,15957.69,0.0,0.0,13804.16,13804.16,0.0,0.0,13804.16,0.0,0.0
FIN-000693,20250601,2025-06,13,Labor,Actual,62143.32,91112.6,0.0,0.0,91112.6,0.0,0.0,91112.6,626.15,960.5
FIN-000694,20250601,2025-06,13,Contractor,Actual,15913.14,7497.85,0.0,0.0,7497.85,0.0,0.0,7497.85,128.41,56.0
FIN-000695,20250601,2025-06,13,Material,Actual,37640.13,0.0,30609.43,0.0,30609.43,0.0,0.0,30609.43,0.0,0.0
FIN-000696,20250601,2025-06,13,Other,Actual,15365.01,0.0,0.0,11106.62,11106.62,0.0,0.0,11106.62,0.0,0.0
FIN-000697,20250701,2025-07,13,Labor,Forecast,53023.51,0.0,0.0,0.0,0.0,26173.69,84903.37,84903.37,534.26,0.0
FIN-000698,20250701,2025-07,13,Contractor,Forecast,14846.45,0.0,0.0,0.0,0.0,12466.12,23780.7,23780.7,119.8,0.0
FIN-000699,20250701,2025-07,13,Material,Forecast,33158.49,0.0,0.0,0.0,0.0,22195.12,49840.0,49840.0,0.0,0.0
FIN-000700,20250701,2025-07,13,Other,Forecast,12484.77,0.0,0.0,0.0,0.0,6057.07,19339.74,19339.74,0.0,0.0
FIN-000701,20250801,2025-08,13,Labor,Forecast,52818.93,0.0,0.0,0.0,0.0,28280.62,79657.26,79657.26,532.2,0.0
FIN-000702,20250801,2025-08,13,Contractor,Forecast,13964.81,0.0,0.0,0.0,0.0,11037.8,21283.9,21283.9,112.69,0.0
FIN-000703,20250801,2025-08,13,Material,Forecast,29399.47,0.0,0.0,0.0,0.0,19106.0,43689.11,43689.11,0.0,0.0
FIN-000704,20250801,2025-08,13,Other,Forecast,11978.28,0.0,0.0,0.0,0.0,5058.73,20423.17,20423.17,0.0,0.0
FIN-000705,20250901,2025-09,13,Labor,Forecast,45788.31,0.0,0.0,0.0,0.0,25045.93,66756.28,66756.28,461.36,0.0
FIN-000706,20250901,2025-09,13,Contractor,Forecast,14592.53,0.0,0.0,0.0,0.0,10578.3,21598.25,21598.25,117.76,0.0
FIN-000707,20250901,2025-09,13,Material,Forecast,24993.21,0.0,0.0,0.0,0.0,18779.98,40093.28,40093.28,0.0,0.0
FIN-000708,20250901,2025-09,13,Other,Forecast,10387.69,0.0,0.0,0.0,0.0,4773.01,17611.3,17611.3,0.0,0.0
FIN-000709,20251001,2025-10,13,Labor,Forecast,41185.76,0.0,0.0,0.0,0.0,23974.55,62277.89,62277.89,414.99,0.0
FIN-000710,20251001,2025-10,13,Contractor,Forecast,13394.44,0.0,0.0,0.0,0.0,7842.92,21493.81,21493.81,108.09,0.0
FIN-000711,20251001,2025-10,13,Material,Forecast,21636.69,0.0,0.0,0.0,0.0,12750.79,31977.79,31977.79,0.0,0.0
FIN-000712,20251001,2025-10,13,Other,Forecast,9301.23,0.0,0.0,0.0,0.0,3060.91,15092.77,15092.77,0.0,0.0
FIN-000713,20240701,2024-07,14,Labor,Actual,52280.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.43,0.0
FIN-000714,20240701,2024-07,14,Contractor,Actual,13220.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.79,0.0
FIN-000715,20240701,2024-07,14,Material,Actual,43247.36,0.0,57979.92,0.0,57979.92,0.0,0.0,57979.92,0.0,0.0
FIN-000716,20240701,2024-07,14,Other,Actual,20002.95,0.0,0.0,25395.93,25395.93,0.0,0.0,25395.93,0.0,0.0
FIN-000717,20240801,2024-08,14,Labor,Actual,69979.29,107974.73,0.0,0.0,107974.73,0.0,0.0,107974.73,719.36,1217.0
FIN-000718,20240801,2024-08,14,Contractor,Actual,19512.33,18231.77,0.0,0.0,18231.77,0.0,0.0,18231.77,138.43,159.75
FIN-000719,20240801,2024-08,14,Material,Actual,53515.19,0.0,54184.72,0.0,54184.72,0.0,0.0,54184.72,0.0,0.0
FIN-000720,20240801,2024-08,14,Other,Actual,25542.29,0.0,0.0,33528.86,33528.86,0.0,0.0,33528.86,0.0,0.0
FIN-000721,20240901,2024-09,14,Labor,Actual,88012.23,132119.77,0.0,0.0,132119.77,0.0,0.0,132119.77,904.73,1495.0
FIN-000722,20240901,2024-09,14,Contractor,Actual,25208.97,32312.3,0.0,0.0,32312.3,0.0,0.0,32312.3,178.84,240.25
FIN-000723,20240901,2024-09,14,Material,Actual,63108.01,0.0,86946.41,0.0,86946.41,0.0,0.0,86946.41,0.0,0.0
FIN-000724,20240901,2024-09,14,Other,Actual,29805.39,0.0,0.0,32528.99,32528.99,0.0,0.0,32528.99,0.0,0.0
FIN-000725,20241001,2024-10,14,Labor,Actual,92825.85,83723.87,0.0,0.0,83723.87,0.0,0.0,83723.87,954.21,978.25
FIN-000726,20241001,2024-10,14,Contractor,Actual,27883.62,11993.37,0.0,0.0,11993.37,0.0,0.0,11993.37,197.82,106.75
FIN-000727,20241001,2024-10,14,Material,Actual,71900.31,0.0,83941.61,0.0,83941.61,0.0,0.0,83941.61,0.0,0.0
FIN-000728,20241001,2024-10,14,Other,Actual,35018.59,0.0,0.0,43169.16,43169.16,0.0,0.0,43169.16,0.0,0.0
FIN-000729,20241101,2024-11,14,Labor,Actual,101258.75,63558.32,0.0,0.0,63558.32,0.0,0.0,63558.32,1040.9,714.75
FIN-000730,20241101,2024-11,14,Contractor,Actual,32716.26,34071.64,0.0,0.0,34071.64,0.0,0.0,34071.64,232.1,265.0
FIN-000731,20241101,2024-11,14,Material,Actual,71901.76,0.0,81526.71,0.0,81526.71,0.0,0.0,81526.71,0.0,0.0
FIN-000732,20241101,2024-11,14,Other,Actual,36341.97,0.0,0.0,49377.26,49377.26,0.0,0.0,49377.26,0.0,0.0
FIN-000733,20241201,2024-12,14,Labor,Actual,110609.03,101537.34,0.0,0.0,101537.34,0.0,0.0,101537.34,1137.02,1173.5
FIN-000734,20241201,2024-12,14,Contractor,Actual,33121.5,14186.84,0.0,0.0,14186.84,0.0,0.0,14186.84,234.97,112.5
FIN-000735,20241201,2024-12,14,Material,Actual,79102.06,0.0,104221.09,0.0,104221.09,0.0,0.0,104221.09,0.0,0.0
FIN-000736,20241201,2024-12,14,Other,Actual,37142.27,0.0,0.0,49961.8,49961.8,0.0,0.0,49961.8,0.0,0.0
FIN-000737,20250101,2025-01,14,Labor,Actual,99960.07,87076.99,0.0,0.0,87076.99,0.0,0.0,87076.99,1027.55,959.0
FIN-000738,20250101,2025-01,14,Contractor,Actual,34155.82,21302.56,0.0,0.0,21302.56,0.0,0.0,21302.56,242.31,167.25
FIN-000739,20250101,2025-01,14,Material,Actual,68084.9,0.0,93561.55,0.0,93561.55,0.0,0.0,93561.55,0.0,0.0
FIN-000740,20250101,2025-01,14,Other,Actual,34267.64,0.0,0.0,38154.62,38154.62,0.0,0.0,38154.62,0.0,0.0
FIN-000741,20250201,2025-02,14,Labor,Actual,95393.81,71265.63,0.0,0.0,71265.63,0.0,0.0,71265.63,980.61,827.75
FIN-000742,20250201,2025-02,14,Contractor,Actual,32066.89,13259.52,0.0,0.0,13259.52,0.0,0.0,13259.52,227.49,98.5
FIN-000743,20250201,2025-02,14,Material,Actual,60780.72,0.0,79652.51,0.0,79652.51,0.0,0.0,79652.51,0.0,0.0
FIN-000744,20250201,2025-02,14,Other,Actual,31691.05,0.0,0.0,37272.01,37272.01,0.0,0.0,37272.01,0.0,0.0
FIN-000745,20250301,2025-03,14,Labor,Actual,83716.98,89737.01,0.0,0.0,89737.01,0.0,0.0,89737.01,860.58,1012.25
FIN-000746,20250301,2025-03,14,Contractor,Actual,30565.17,3267.74,0.0,0.0,3267.74,0.0,0.0,3267.74,216.84,29.75
FIN-000747,20250301,2025-03,14,Material,Actual,53708.7,0.0,62126.68,0.0,62126.68,0.0,0.0,62126.68,0.0,0.0
FIN-000748,20250301,2025-03,14,Other,Actual,24627.76,0.0,0.0,29505.66,29505.66,0.0,0.0,29505.66,0.0,0.0
FIN-000749,20250401,2025-04,14,Labor,Actual,67110.69,50931.39,0.0,0.0,50931.39,0.0,0.0,50931.39,689.87,566.5
FIN-000750,20250401,2025-04,14,Contractor,Actual,23570.93,2980.61,0.0,0.0,2980.61,0.0,0.0,2980.61,167.22,27.25
FIN-000751,20250401,2025-04,14,Material,Actual,42193.64,0.0,51584.9,0.0,51584.9,0.0,0.0,51584.9,0.0,0.0
FIN-000752,20250401,2025-04,14,Other,Actual,21932.16,0.0,0.0,25023.08,25023.08,0.0,0.0,25023.08,0.0,0.0
FIN-000753,20250501,2025-05,14,Labor,Actual,53423.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.18,0.0
FIN-000754,20250501,2025-05,14,Contractor,Actual,18596.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.93,0.0
FIN-000755,20250501,2025-05,14,Material,Actual,30156.98,0.0,31857.27,0.0,31857.27,0.0,0.0,31857.27,0.0,0.0
FIN-000756,20250501,2025-05,14,Other,Actual,15738.25,0.0,0.0,19355.77,19355.77,0.0,0.0,19355.77,0.0,0.0
FIN-000757,20250401,2025-04,15,Labor,Actual,147533.78,21493.64,0.0,0.0,21493.64,0.0,0.0,21493.64,1624.67,229.25
FIN-000758,20250401,2025-04,15,Contractor,Actual,36116.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.92,0.0
FIN-000759,20250401,2025-04,15,Material,Actual,105173.1,0.0,181265.63,0.0,181265.63,0.0,0.0,181265.63,0.0,0.0
FIN-000760,20250401,2025-04,15,Other,Actual,34313.18,0.0,0.0,57454.92,57454.92,0.0,0.0,57454.92,0.0,0.0
FIN-000761,20250501,2025-05,15,Labor,Actual,219142.2,66019.49,0.0,0.0,66019.49,0.0,0.0,66019.49,2413.24,750.75
FIN-000762,20250501,2025-05,15,Contractor,Actual,50601.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.38,0.0
FIN-000763,20250501,2025-05,15,Material,Actual,143623.08,0.0,252365.44,0.0,252365.44,0.0,0.0,252365.44,0.0,0.0
FIN-000764,20250501,2025-05,15,Other,Actual,46952.5,0.0,0.0,68790.01,68790.01,0.0,0.0,68790.01,0.0,0.0
FIN-000765,20250601,2025-06,15,Labor,Actual,277811.16,96481.78,0.0,0.0,96481.78,0.0,0.0,96481.78,3059.31,1095.25
FIN-000766,20250601,2025-06,15,Contractor,Actual,64042.21,2018.85,0.0,0.0,2018.85,0.0,0.0,2018.85,475.08,21.5
FIN-000767,20250601,2025-06,15,Material,Actual,170202.09,0.0,315893.35,0.0,315893.35,0.0,0.0,315893.35,0.0,0.0
FIN-000768,20250601,2025-06,15,Other,Actual,59572.17,0.0,0.0,118204.82,118204.82,0.0,0.0,118204.82,0.0,0.0
FIN-000769,20250701,2025-07,15,Labor,Forecast,287450.9,0.0,0.0,0.0,0.0,94720.58,301977.41,301977.41,3165.47,0.0
FIN-000770,20250701,2025-07,15,Contractor,Forecast,81297.48,0.0,0.0,0.0,0.0,39941.67,89972.48,89972.48,603.09,0.0
FIN-000771,20250701,2025-07,15,Material,Forecast,187818.12,0.0,0.0,0.0,0.0,103238.89,215805.15,215805.15,0.0,0.0
FIN-000772,20250701,2025-07,15,Other,Forecast,62738.22,0.0,0.0,0.0,0.0,25466.92,63888.22,63888.22,0.0,0.0
FIN-000773,20250801,2025-08,15,Labor,Forecast,306151.65,0.0,0.0,0.0,0.0,115735.2,320758.19,320758.19,3371.4,0.0
FIN-000774,20250801,2025-08,15,Contractor,Forecast,87943.02,0.0,0.0,0.0,0.0,41302.72,101368.54,101368.54,652.38,0.0
FIN-000775,20250801,2025-08,15,Material,Forecast,207567.45,0.0,0.0,0.0,0.0,113893.55,224714.36,224714.36,0.0,0.0
FIN-000776,20250801,2025-08,15,Other,Forecast,67498.18,0.0,0.0,0.0,0.0,29452.17,77029.23,77029.23,0.0,0.0
FIN-000777,20250901,2025-09,15,Labor,Forecast,303997.08,0.0,0.0,0.0,0.0,98986.55,305637.4,305637.4,3347.68,0.0
FIN-000778,20250901,2025-09,15,Contractor,Forecast,86776.14,0.0,0.0,0.0,0.0,42470.72,90164.11,90164.11,643.73,0.0
FIN-000779,20250901,2025-09,15,Material,Forecast,190052.91,0.0,0.0,0.0,0.0,72668.9,190787.37,190787.37,0.0,0.0
FIN-000780,20250901,2025-09,15,Other,Forecast,57366.62,0.0,0.0,0.0,0.0,15832.94,60744.13,60744.13,0.0,0.0
FIN-000781,20251001,2025-10,15,Labor,Forecast,281954.33,0.0,0.0,0.0,0.0,75937.49,297607.87,297607.87,3104.94,0.0
FIN-000782,20251001,2025-10,15,Contractor,Forecast,82481.85,0.0,0.0,0.0,0.0,35224.91,93836.87,93836.87,611.87,0.0
FIN-000783,20251001,2025-10,15,Material,Forecast,158376.43,0.0,0.0,0.0,0.0,70263.73,176777.39,176777.39,0.0,0.0
FIN-000784,20251001,2025-10,15,Other,Forecast,50598.32,0.0,0.0,0.0,0.0,18686.37,53600.47,53600.47,0.0,0.0
FIN-000785,20251101,2025-11,15,Labor,Forecast,211945.76,0.0,0.0,0.0,0.0,69801.06,242989.85,242989.85,2333.99,0.0
FIN-000786,20251101,2025-11,15,Contractor,Forecast,66734.9,0.0,0.0,0.0,0.0,31099.84,70656.42,70656.42,495.06,0.0
FIN-000787,20251101,2025-11,15,Material,Forecast,116087.82,0.0,0.0,0.0,0.0,48838.12,122533.28,122533.28,0.0,0.0
FIN-000788,20251101,2025-11,15,Other,Forecast,39686.89,0.0,0.0,0.0,0.0,11349.75,43153.41,43153.41,0.0,0.0
FIN-000789,20251201,2025-12,15,Labor,Forecast,149088.42,0.0,0.0,0.0,0.0,38870.14,153799.94,153799.94,1641.79,0.0
FIN-000790,20251201,2025-12,15,Contractor,Forecast,48848.04,0.0,0.0,0.0,0.0,17601.01,56455.02,56455.02,362.37,0.0
FIN-000791,20251201,2025-12,15,Material,Forecast,80047.47,0.0,0.0,0.0,0.0,30908.1,89914.55,89914.55,0.0,0.0
